keyword_searched,dc_title,dc_creator,dc_publisher,dc_date,dc_type,dc_format,dc_language,dc_source,dc_relation,dc_description,ark,gallica_url,year,journal_title
épidémie,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1862,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1862,https://gallica.bnf.fr/ark:/12148/bpt6k64858881,https://gallica.bnf.fr/ark:/12148/bpt6k64858881,1862,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
contagion,"Courrier des théâtres : littérature, beaux-arts, sciences ...",,[s.n.] (Paris),1831-10-06,texte,,fre,"Bibliothèque nationale de France, département Littérature et art, Z-5398",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751100d,06 octobre 1831,https://gallica.bnf.fr/ark:/12148/bd6t5386992t,https://gallica.bnf.fr/ark:/12148/bd6t5386992t,1831,"Bibliothèque nationale de France, département Littérature et art, Z-5398"
épidémie,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1865,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1865,https://gallica.bnf.fr/ark:/12148/bpt6k1422301r,https://gallica.bnf.fr/ark:/12148/bpt6k1422301r,1865,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
typhus,La Science pittoresque : journal hebdomadaire,,[s.n.] (Paris),1866-02-22,texte,Nombre total de vues : 3962,fre,"Bibliothèque nationale de France, département Littérature et art, Z-4639",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34444428w,22 février 1866,https://gallica.bnf.fr/ark:/12148/bpt6k63838907,https://gallica.bnf.fr/ark:/12148/bpt6k63838907,1866,"Bibliothèque nationale de France, département Littérature et art, Z-4639"
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-04-19,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,19 avril 1866,https://gallica.bnf.fr/ark:/12148/bpt6k62072313,https://gallica.bnf.fr/ark:/12148/bpt6k62072313,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
contagion,Mémoires de la Société centrale de médecine vétérinaire,Société de médecine vétérinaire (France). Auteur du texte,Labé (Paris),1866,texte,Nombre total de vues : 6545,fre,"Ecole nationale vétérinaire d'Alfort, 2012-319395",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328132502,1866,https://gallica.bnf.fr/ark:/12148/bpt6k64744170,https://gallica.bnf.fr/ark:/12148/bpt6k64744170,1866,"Ecole nationale vétérinaire d'Alfort, 2012-319395"
variole,Bulletins et mémoires de la Société médicale des hôpitaux de Paris,Société médicale des hôpitaux de Paris. Auteur du texte,[s.n.] (Paris),1866,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T46-82",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34378153p,1866,https://gallica.bnf.fr/ark:/12148/bpt6k3058680j,https://gallica.bnf.fr/ark:/12148/bpt6k3058680j,1866,"Bibliothèque nationale de France, département Sciences et techniques, 8-T46-82"
épidémie,Bulletin des actes administratifs de la Préfecture de la Haute-Marne,Haute-Marne. Auteur du texte,[s.n.] (Chaumont),1849-07-19,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, F-27013",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32725538j,19 juillet 1849,https://gallica.bnf.fr/ark:/12148/bpt6k70634894,https://gallica.bnf.fr/ark:/12148/bpt6k70634894,1849,"Bibliothèque nationale de France, département Droit, économie, politique, F-27013"
typhus,Bulletin de la médecine et de la pharmacie militaires,,[s.n.] (Paris),1868-08-01,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34423337x,01 août 1868,https://gallica.bnf.fr/ark:/12148/bpt6k6397349v,https://gallica.bnf.fr/ark:/12148/bpt6k6397349v,1868,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7"
variole,Journal de Constantinople. Écho de l'Orient,,[s.n.] (Constantinople),1852-02-09,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32797343h,09 février 1852,https://gallica.bnf.fr/ark:/12148/bpt6k6739879n,https://gallica.bnf.fr/ark:/12148/bpt6k6739879n,1852,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649"
épidémie,Rapports du maire au Conseil municipal... / Commune de Constantine,Constantine. Auteur du texte,Typogr. de L. Marle (Constantine),1867,texte,Nombre total de vues : 4784,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, LK19-14",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb41325932v,1867,https://gallica.bnf.fr/ark:/12148/bpt6k54139646,https://gallica.bnf.fr/ark:/12148/bpt6k54139646,1867,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, LK19-14"
typhus,"La Plage : feuille trouvillaise [""puis"" marine, commerce, agriculture, littérature, sciences, arts ""puis"" annonces judiciaires, marine, commerce... ""puis"" journal politique, annonces judiciaires et légales, réclames, littérature, sciences et arts, marine, commerce, agriculture]",,[s.n.] (Trouville-sur-Mer),1865-10-01,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-2921",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32840098d,01 octobre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k45147888,https://gallica.bnf.fr/ark:/12148/bpt6k45147888,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JO-2921"
typhus,"Le Progrès : journal de Lyon, politique, quotidien",,Le Progrès (Lyon),1868-08-10,texte,,fre,"Bibliothèque municipale de Lyon, NUM 951266",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32843715j,10 août 1868,https://gallica.bnf.fr/ark:/12148/bd6t59813470,https://gallica.bnf.fr/ark:/12148/bd6t59813470,1868,"Bibliothèque municipale de Lyon, NUM 951266"
choléra,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1868,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1868,https://gallica.bnf.fr/ark:/12148/bpt6k14223040,https://gallica.bnf.fr/ark:/12148/bpt6k14223040,1868,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
typhus,Le Pays : journal des volontés de la France,,[s.n.] (Paris),1865-09-13,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JOD-180",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328343740,13 septembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k4656842k,https://gallica.bnf.fr/ark:/12148/bpt6k4656842k,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JOD-180"
choléra,"Moniteur algérien : journal officiel de la colonie : annonces légales, judiciaires, administratives, commerciales et maritimes",Algérie (Période coloniale). Auteur du texte,[s.n.] (Alger),1848-11-25,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328185387,25 novembre 1848,https://gallica.bnf.fr/ark:/12148/bpt6k48891588,https://gallica.bnf.fr/ark:/12148/bpt6k48891588,1848,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026"
choléra,"La Caricature morale, politique et littéraire / A. Audibert, rédacteur en chef ; [directeur : Ch. Philipon]",,Aubert (Paris),1831-09-01,texte,Nombre total de vues : 4371,fre,"Bibliothèque nationale de France, département Réserve des livres rares, RES FOL-LC2-2828, Z-1643-1646",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344523348,01 septembre 1831,https://gallica.bnf.fr/ark:/12148/bpt6k1048578f,https://gallica.bnf.fr/ark:/12148/bpt6k1048578f,1831,"Bibliothèque nationale de France, département Réserve des livres rares, RES FOL-LC2-2828, Z-1643-1646"
variole,Recueil des actes administratifs de la Préfecture du département de la Seine,Seine. Auteur du texte,Préfecture du département de la Seine (Paris),1870,texte,Nombre total de vues : 89350,fre,"Bibliothèque nationale de France, département Droit, économie, politique, F-27043",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34413006m,1870,https://gallica.bnf.fr/ark:/12148/bpt6k5751198f,https://gallica.bnf.fr/ark:/12148/bpt6k5751198f,1870,"Bibliothèque nationale de France, département Droit, économie, politique, F-27043"
choléra,"L'Écho français : journal universel, politique, littéraire, du commerce, des arts, sciences, théâtres, modes, etc.",,[s.n.] (Paris),1832-04-19,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32762694d,19 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k6738294z,https://gallica.bnf.fr/ark:/12148/bpt6k6738294z,1832,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216"
typhus,"La France médicale : historique, scientifique, littéraire",,[s.n.] (Paris),1866-01-13,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-115544",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34482790g,13 janvier 1866,https://gallica.bnf.fr/ark:/12148/bpt6k9609453k,https://gallica.bnf.fr/ark:/12148/bpt6k9609453k,1866,"Bibliothèque de l'Académie nationale de médecine, 2015-115544"
épidémie,Le Charivari : publiant chaque jour un nouveau dessin,,[s.n.] (Paris),1837-03-02,texte,Nombre total de vues : 359,fre,"Bibliothèque nationale de France, département Fonds du service reproduction, 4-Lc2-1328",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34452332k,02 mars 1837,https://gallica.bnf.fr/ark:/12148/bpt6k3054976f,https://gallica.bnf.fr/ark:/12148/bpt6k3054976f,1837,"Bibliothèque nationale de France, département Fonds du service reproduction, 4-Lc2-1328"
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-03-21,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,21 mars 1866,https://gallica.bnf.fr/ark:/12148/bpt6k6207208v,https://gallica.bnf.fr/ark:/12148/bpt6k6207208v,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
variole,"Le Carillon : journal de la ville et du canton d'Argenteuil : littéraire, scientifique, commercial, agricole et d'annonces : paraissant tous les dimanches",,[s.n.] (Argenteuil),1870-04-10,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1119",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327374279,10 avril 1870,https://gallica.bnf.fr/ark:/12148/bpt6k987915q,https://gallica.bnf.fr/ark:/12148/bpt6k987915q,1870,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1119"
épidémie,Niederrheinischer Kurier,,[s.n.] (Strassburg),1858-02-24,texte,,fre,"Bibliothèque nationale et universitaire de Strasbourg, M.400.021",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32823720q,24 février 1858,https://gallica.bnf.fr/ark:/12148/bd6t52949416,https://gallica.bnf.fr/ark:/12148/bd6t52949416,1858,"Bibliothèque nationale et universitaire de Strasbourg, M"
typhus,"L'Écho des Vosges : agriculture, commerce, sciences, littérature, nouvelles diverses, annonces et petites affiches du département",,[s.n.] (Remiremont),1866-03-23,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1010",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32761944f,23 mars 1866,https://gallica.bnf.fr/ark:/12148/bd6t52209849n,https://gallica.bnf.fr/ark:/12148/bd6t52209849n,1866,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1010"
typhus,"L'Ariégeois : journal religieux, littéraire, industriel, agricole, commercial, d'annonces judiciaires, affiches et avis divers du département de l'Ariège",,Pomiès frères (Foix),1865-10-07,texte,,fre,"Archives départementales de l'Ariège, 2PER9",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32702027c,07 octobre 1865,https://gallica.bnf.fr/ark:/12148/bd6t5988827s,https://gallica.bnf.fr/ark:/12148/bd6t5988827s,1865,"Archives départementales de l'Ariège, 2PER9"
typhus,L'Écho du monde savant : journal analytique des nouvelles et des cours scientifiques,,[s.n.] (Paris),1846-03-08,texte,Nombre total de vues : 2920,fre,"Bibliothèque nationale de France, département Littérature et art, Z-1121",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327622829,08 mars 1846,https://gallica.bnf.fr/ark:/12148/bpt6k6366180t,https://gallica.bnf.fr/ark:/12148/bpt6k6366180t,1846,"Bibliothèque nationale de France, département Littérature et art, Z-1121"
typhus,"Gazette alimentaire : journal du commerce des denrées / M. Pawlowski, rédact. en chef",,au bureau du journal (Paris),1856-03-03,texte,Nombre total de vues : 258,fre,"Bibliothèque nationale de France, V-4975-4977",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32780067s,03 mars 1856,https://gallica.bnf.fr/ark:/12148/bpt6k5823217c,https://gallica.bnf.fr/ark:/12148/bpt6k5823217c,1856,"Bibliothèque nationale de France, V-4975-4977"
choléra,"L'Ami de la religion et du Roi : journal ecclésiastique, politique et littéraire",,A. Le Clère (Paris),1832-02-01,texte,Nombre total de vues : 114571,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32691240k,01 février 1832,https://gallica.bnf.fr/ark:/12148/bpt6k31633f,https://gallica.bnf.fr/ark:/12148/bpt6k31633f,1832,Bibliothèque nationale de France
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1863-11-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 novembre 1863,https://gallica.bnf.fr/ark:/12148/bpt6k6435966d,https://gallica.bnf.fr/ark:/12148/bpt6k6435966d,1863,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
choléra,"Le Mercure d'Orthez et des Basses-Pyrénées : feuille littéraire, commerciale et d'annonces diverses",,Goude-Dumesnil (Orthez),1855-09-29,texte,,fre,"Médiathèque Jean-Louis-Curtis Orthez, ORT Mercure",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344239007,29 septembre 1855,https://gallica.bnf.fr/ark:/12148/bpt6k1307246r,https://gallica.bnf.fr/ark:/12148/bpt6k1307246r,1855,"Médiathèque Jean-Louis-Curtis Orthez, ORT Mercure"
choléra,Le Charivari : publiant chaque jour un nouveau dessin,,[s.n.] (Paris),1854-07-15,texte,Nombre total de vues : 359,fre,"Bibliothèque nationale de France, département Fonds du service reproduction, 4-Lc2-1328",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34452332k,15 juillet 1854,https://gallica.bnf.fr/ark:/12148/bpt6k3056454r,https://gallica.bnf.fr/ark:/12148/bpt6k3056454r,1854,"Bibliothèque nationale de France, département Fonds du service reproduction, 4-Lc2-1328"
épidémie,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1864,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1864,https://gallica.bnf.fr/ark:/12148/bpt6k6361337z,https://gallica.bnf.fr/ark:/12148/bpt6k6361337z,1864,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-05-28,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,28 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k62072617,https://gallica.bnf.fr/ark:/12148/bpt6k62072617,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1847-05-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 mai 1847,https://gallica.bnf.fr/ark:/12148/bpt6k62764122,https://gallica.bnf.fr/ark:/12148/bpt6k62764122,1847,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1856,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1856,https://gallica.bnf.fr/ark:/12148/bpt6k6340977p,https://gallica.bnf.fr/ark:/12148/bpt6k6340977p,1856,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
contagion,"Le Courrier du Gard : journal politique, administratif et judiciaire",,[s.n] (Nîmes),1851-10-11,texte,,fre,"Bibliothèque Carré d'art / Nîmes, 16768_CG",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327512340,11 octobre 1851,https://gallica.bnf.fr/ark:/12148/bpt6k1484660x,https://gallica.bnf.fr/ark:/12148/bpt6k1484660x,1851,"Bibliothèque Carré d'art / Nîmes, 16768_CG"
choléra,"Le Bourgmestre : journal-affiche général des annonces de la Loire-Inférieure [""puis"" ou Journal de l'arrondissement de Châteaubriant ""puis"" journal de Châteaubriant] : affiché, pendant huit jours, dans tous les bourgs et les villes du département et dans les principales villes circonvoisines",,[s.n.] (Châteaubriant),1848-10-15,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1527",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34443816r,15 octobre 1848,https://gallica.bnf.fr/ark:/12148/bd6t51246976v,https://gallica.bnf.fr/ark:/12148/bd6t51246976v,1848,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1527"
choléra,Le Mémorial bordelais : feuille politique et littéraire,,[s.n.] (Bordeaux),1832-04-05,texte,,fre,"Bibliothèque municipale de Bordeaux, P 351 Rés.",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328137853,05 avril 1832,https://gallica.bnf.fr/ark:/12148/bd6t5489766q,https://gallica.bnf.fr/ark:/12148/bd6t5489766q,1832,"Bibliothèque municipale de Bordeaux, P 351 Rés"
typhus,Cosmos : revue encyclopédique hebdomadaire des progrès des sciences / fondée... par M. B. R. de Monfort ; rédigée par M. l'abbé Moigno,,[B. R. de Monfort] (Paris),1867-04-03,texte,Nombre total de vues : 1809,fre,"Bibliothèque nationale de France, département Littérature et art, Z-46242-46279",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32749351k,03 avril 1867,https://gallica.bnf.fr/ark:/12148/bd6t511433682,https://gallica.bnf.fr/ark:/12148/bd6t511433682,1867,"Bibliothèque nationale de France, département Littérature et art, Z-46242-46279"
typhus,"Le Petit courrier de Bar-sur-Seine : journal hebdomadaire, judiciaire, agricole, industriel et littéraire [""puis"" journal politique, littéraire & agricole...""puis"" journal républicain, agricole, commercial & littéraire]",,Ferréol Saillard (Bar-sur-Seine),1865-09-22,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1184",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328360661,22 septembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k4460543w,https://gallica.bnf.fr/ark:/12148/bpt6k4460543w,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1184"
typhus,Journal de médecine vétérinaire / publié à l'École de Lyon,,[s.n.] (Lyon),1866,texte,,fre,"VetAgro Sup, 8-T45-11",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327985272,1866,https://gallica.bnf.fr/ark:/12148/bpt6k9756923v,https://gallica.bnf.fr/ark:/12148/bpt6k9756923v,1866,"VetAgro Sup, 8-T45-11"
épidémie,"Courrier des théâtres : littérature, beaux-arts, sciences ...",,[s.n.] (Paris),1832-04-24,texte,,fre,"Bibliothèque nationale de France, département Littérature et art, Z-5398",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751100d,24 avril 1832,https://gallica.bnf.fr/ark:/12148/bd6t53977229,https://gallica.bnf.fr/ark:/12148/bd6t53977229,1832,"Bibliothèque nationale de France, département Littérature et art, Z-5398"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1849,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1849,https://gallica.bnf.fr/ark:/12148/bpt6k63439232,https://gallica.bnf.fr/ark:/12148/bpt6k63439232,1849,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
contagion,"Le Guignol : journal-programme [""puis"" petite gazette hebdomadaire] du Théâtre de Saumur : [""puis"" biographies, portraits, etc., critique théâtrale, musique, historiettes, voyages, etc., peinture, beaux-arts]",,[s.n.] (Saumur),1866-06-12,texte,Nombre total de vues : 250,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327852902,12 juin 1866,https://gallica.bnf.fr/ark:/12148/bpt6k5450024r,https://gallica.bnf.fr/ark:/12148/bpt6k5450024r,1866,Bibliothèque nationale de France
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1853-01-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 janvier 1853,https://gallica.bnf.fr/ark:/12148/bpt6k62309619,https://gallica.bnf.fr/ark:/12148/bpt6k62309619,1853,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
épidémie,Bulletin de l'Académie nationale de médecine,Académie nationale de médecine (France). Auteur du texte,J.-B. Baillière (Paris),1856,texte,Nombre total de vues : 235540,fre,Bibliothèque de l'Académie nationale de médecine,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34348109k,1856,https://gallica.bnf.fr/ark:/12148/bpt6k4086488,https://gallica.bnf.fr/ark:/12148/bpt6k4086488,1856,Bibliothèque de l'Académie nationale de médecine
typhus,Cosmos : revue encyclopédique hebdomadaire des progrès des sciences / fondée... par M. B. R. de Monfort ; rédigée par M. l'abbé Moigno,,[B. R. de Monfort] (Paris),1867-04-17,texte,Nombre total de vues : 1809,fre,"Bibliothèque nationale de France, département Littérature et art, Z-46242-46279",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32749351k,17 avril 1867,https://gallica.bnf.fr/ark:/12148/bd6t511433704,https://gallica.bnf.fr/ark:/12148/bd6t511433704,1867,"Bibliothèque nationale de France, département Littérature et art, Z-46242-46279"
épidémie,"Courrier des théâtres : littérature, beaux-arts, sciences ...",,[s.n.] (Paris),1832-08-16,texte,,fre,"Bibliothèque nationale de France, département Littérature et art, Z-5398",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751100d,16 août 1832,https://gallica.bnf.fr/ark:/12148/bd6t53887934,https://gallica.bnf.fr/ark:/12148/bd6t53887934,1832,"Bibliothèque nationale de France, département Littérature et art, Z-5398"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1852,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1852,https://gallica.bnf.fr/ark:/12148/bpt6k6343910f,https://gallica.bnf.fr/ark:/12148/bpt6k6343910f,1852,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1864-09-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 septembre 1864,https://gallica.bnf.fr/ark:/12148/bpt6k6264270x,https://gallica.bnf.fr/ark:/12148/bpt6k6264270x,1864,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
variole,"Moniteur algérien : journal officiel de la colonie : annonces légales, judiciaires, administratives, commerciales et maritimes",Algérie (Période coloniale). Auteur du texte,[s.n.] (Alger),1853-04-10,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328185387,10 avril 1853,https://gallica.bnf.fr/ark:/12148/bpt6k48894715,https://gallica.bnf.fr/ark:/12148/bpt6k48894715,1853,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026"
choléra,Courrier du Midi : journal de l'Hérault,,[s.n.] (Montpellier),1832-04-28,texte,,fre,"Montpellier Méditerranée Métropole - Médiathèque centrale Emile Zola, 1497",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751287k,28 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k1336175n,https://gallica.bnf.fr/ark:/12148/bpt6k1336175n,1832,"Montpellier Méditerranée Métropole - Médiathèque centrale Emile Zola, 1497"
choléra,"Journal de Savoie : feuille politique, religieuse, littéraire, et contenant ce qui intéresse l'agriculture et les arts",,[s.n.] (Chambéry),1832-06-09,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124 (5)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798895c,09 juin 1832,https://gallica.bnf.fr/ark:/12148/bd6t57348060,https://gallica.bnf.fr/ark:/12148/bd6t57348060,1832,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124"
typhus,"Moniteur de l'île Bourbon : officiel, politique, littéraire, industriel {et} annonces légales [""puis"" journal officiel et d'annonces légales ""puis"" politique, littéraire, commercial, industriel ""puis"" journal politique, littéraire, commercial, industriel et d'annonces légales ""puis"" journal quotidien de l'île de La Réunion]",,[s.n.] (Saint-Denis),1863-09-19,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3042",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328186820,19 septembre 1863,https://gallica.bnf.fr/ark:/12148/bpt6k6007182k,https://gallica.bnf.fr/ark:/12148/bpt6k6007182k,1863,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3042"
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1868-12-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 décembre 1868,https://gallica.bnf.fr/ark:/12148/bpt6k6341259n,https://gallica.bnf.fr/ark:/12148/bpt6k6341259n,1868,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
