keyword_searched,dc_title,dc_creator,dc_publisher,dc_date,dc_type,dc_format,dc_language,dc_source,dc_relation,dc_description,ark,gallica_url,year,journal_title
variole,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1868-10-25,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,25 octobre 1868,https://gallica.bnf.fr/ark:/12148/bpt6k9742015p,https://gallica.bnf.fr/ark:/12148/bpt6k9742015p,1868,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
épidémie,"Moniteur algérien : journal officiel de la colonie : annonces légales, judiciaires, administratives, commerciales et maritimes",Algérie (Période coloniale). Auteur du texte,[s.n.] (Alger),1852-07-20,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328185387,20 juillet 1852,https://gallica.bnf.fr/ark:/12148/bpt6k48894196,https://gallica.bnf.fr/ark:/12148/bpt6k48894196,1852,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026"
variole,"La Clinique vétérinaire : journal de médecine et de chirurgie comparées, consacré aux progrès des sciences zooïatriques et des sciences médicales en général / publié par Urbain Leblanc, médecin-vétérinaire",,[U. Leblanc] (Paris),1864,texte,Nombre total de vues : 8020,fre,"Ecole nationale vétérinaire d'Alfort, 2012-319781",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327434773,1864,https://gallica.bnf.fr/ark:/12148/bpt6k6467339w,https://gallica.bnf.fr/ark:/12148/bpt6k6467339w,1864,"Ecole nationale vétérinaire d'Alfort, 2012-319781"
épidémie,Bulletin de la médecine et de la pharmacie militaires,,[s.n.] (Paris),1868-06-01,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34423337x,01 juin 1868,https://gallica.bnf.fr/ark:/12148/bpt6k6397346m,https://gallica.bnf.fr/ark:/12148/bpt6k6397346m,1868,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7"
typhus,"L'Écho des montagnes : bulletin des intérêts moraux et matériels de l'arrondissement de Marvejols [""puis"" journal de Marvejols... ""ou"" journal administratif et judiciaire de l'arrondissement de Marvejols...]",,Théret (Marvejols),1860-09-09,texte,,fre,"Archives départementales de la Lozère, 1 PER 202",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32761675w,09 septembre 1860,https://gallica.bnf.fr/ark:/12148/bd6t5993111v,https://gallica.bnf.fr/ark:/12148/bd6t5993111v,1860,"Archives départementales de la Lozère, 1 PER 202"
contagion,Gazette médicale de Lyon,Société de médecine (Lyon). Auteur du texte,[s.n.] (Lyon),1867-07-07,texte,Nombre total de vues : 10570,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34368133v,07 juillet 1867,https://gallica.bnf.fr/ark:/12148/bpt6k6530507v,https://gallica.bnf.fr/ark:/12148/bpt6k6530507v,1867,Bibliothèque nationale de France
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1847-04-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 avril 1847,https://gallica.bnf.fr/ark:/12148/bpt6k6276411n,https://gallica.bnf.fr/ark:/12148/bpt6k6276411n,1847,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1865-11-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 novembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k62426400,https://gallica.bnf.fr/ark:/12148/bpt6k62426400,1865,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1857,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1857,https://gallica.bnf.fr/ark:/12148/bpt6k6333590t,https://gallica.bnf.fr/ark:/12148/bpt6k6333590t,1857,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
choléra,Le Courrier de l'Europe : journal politique et littéraire,,[s.n.] (Paris),1832-04-18,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1277",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327503779,18 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k6765541r,https://gallica.bnf.fr/ark:/12148/bpt6k6765541r,1832,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1277"
choléra,"Journal de Villefranche : littérature, agriculture, industrie, annonces",,[s.n.] (Villefranche[-de-Rouergue]),1854-08-19,texte,,fre,"Archives départementales de l'Aveyron, 46 PER",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32799032h,19 août 1854,https://gallica.bnf.fr/ark:/12148/bd6t537158441,https://gallica.bnf.fr/ark:/12148/bd6t537158441,1854,"Archives départementales de l'Aveyron, 46 PER"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1854-03-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 mars 1854,https://gallica.bnf.fr/ark:/12148/bpt6k64361822,https://gallica.bnf.fr/ark:/12148/bpt6k64361822,1854,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1848-02-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 février 1848,https://gallica.bnf.fr/ark:/12148/bpt6k6226924m,https://gallica.bnf.fr/ark:/12148/bpt6k6226924m,1848,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
épidémie,"Journal de Savoie : feuille politique, religieuse, littéraire, et contenant ce qui intéresse l'agriculture et les arts",,[s.n.] (Chambéry),1832-08-25,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124 (5)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798895c,25 août 1832,https://gallica.bnf.fr/ark:/12148/bd6t5734817q,https://gallica.bnf.fr/ark:/12148/bd6t5734817q,1832,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124"
épidémie,L'Écho du monde savant : journal analytique des nouvelles et des cours scientifiques,,[s.n.] (Paris),1834-05-22,texte,Nombre total de vues : 2920,fre,"Bibliothèque nationale de France, département Littérature et art, Z-1121",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327622829,22 mai 1834,https://gallica.bnf.fr/ark:/12148/bpt6k6377763z,https://gallica.bnf.fr/ark:/12148/bpt6k6377763z,1834,"Bibliothèque nationale de France, département Littérature et art, Z-1121"
choléra,"Journal politique et littéraire de la Côte-d'Or / par Carion, rédacteur responsable",,Imprimerie de Carion (Dijon),1832-04-13,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-406",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32802235q,13 avril 1832,https://gallica.bnf.fr/ark:/12148/bd6t511518582,https://gallica.bnf.fr/ark:/12148/bd6t511518582,1832,"Bibliothèque nationale de France, département Droit, économie, politique, JO-406"
choléra,"Le Mémorial des Pyrénées : politique, judiciaire, industriel et d'annonces",,[s.n.] (Pau),1832-04-12,texte,,fre,"Bibliothèque patrimoniale de Pau, Ee 1609",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328139024,12 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k52310048,https://gallica.bnf.fr/ark:/12148/bpt6k52310048,1832,"Bibliothèque patrimoniale de Pau, Ee 1609"
typhus,L'Espérance : courrier de Nancy,,Impr. de Vagner (Nancy),1840,texte,,fre,"Bibliothèques de Nancy, 749000",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327688576,1840,https://gallica.bnf.fr/ark:/12148/bpt6k8285013g,https://gallica.bnf.fr/ark:/12148/bpt6k8285013g,1840,"Bibliothèques de Nancy, 749000"
épidémie,Journal de Constantinople. Écho de l'Orient,,[s.n.] (Constantinople),1848-07-08,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32797343h,08 juillet 1848,https://gallica.bnf.fr/ark:/12148/bpt6k6739625d,https://gallica.bnf.fr/ark:/12148/bpt6k6739625d,1848,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9649"
épidémie,Le Moniteur de la Martinique : journal officiel de la colonie,Martinique. Auteur du texte,[s.n.] (Fort-de-France),1863-01-08,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3021",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344185573,08 janvier 1863,https://gallica.bnf.fr/ark:/12148/bpt6k5103818m,https://gallica.bnf.fr/ark:/12148/bpt6k5103818m,1863,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3021"
choléra,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1865-08-10,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,10 août 1865,https://gallica.bnf.fr/ark:/12148/bpt6k97398123,https://gallica.bnf.fr/ark:/12148/bpt6k97398123,1865,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
typhus,Bulletin de la médecine et de la pharmacie militaires,,[s.n.] (Paris),1869-05-01,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34423337x,01 mai 1869,https://gallica.bnf.fr/ark:/12148/bpt6k6397358t,https://gallica.bnf.fr/ark:/12148/bpt6k6397358t,1869,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7"
typhus,La Science pittoresque : journal hebdomadaire,,[s.n.] (Paris),1866-03-08,texte,Nombre total de vues : 3962,fre,"Bibliothèque nationale de France, département Littérature et art, Z-4639",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34444428w,08 mars 1866,https://gallica.bnf.fr/ark:/12148/bpt6k63838922,https://gallica.bnf.fr/ark:/12148/bpt6k63838922,1866,"Bibliothèque nationale de France, département Littérature et art, Z-4639"
typhus,Gazette nationale ou le Moniteur universel,France. Auteur du texte,[s.n.] (Paris),1844-09-07,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-113",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34452336z,07 septembre 1844,https://gallica.bnf.fr/ark:/12148/bpt6k44306939,https://gallica.bnf.fr/ark:/12148/bpt6k44306939,1844,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-113"
typhus,Journal de la Corse,,M. Marchi (Ajaccio),1865-09-26,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-400",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34417246c,26 septembre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k1332296x,https://gallica.bnf.fr/ark:/12148/bpt6k1332296x,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JO-400"
variole,"L'Ariégeois : journal religieux, littéraire, industriel, agricole, commercial, d'annonces judiciaires, affiches et avis divers du département de l'Ariège",,Pomiès frères (Foix),1846-04-28,texte,,fre,"Archives départementales de l'Ariège, 2PER9",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32702027c,28 avril 1846,https://gallica.bnf.fr/ark:/12148/bd6t5987773d,https://gallica.bnf.fr/ark:/12148/bd6t5987773d,1846,"Archives départementales de l'Ariège, 2PER9"
contagion,Moniteur impérial de la Nouvelle Calédonie et dépendances,,[s.n.] (Port-de-France),1865-06-11,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3045",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34536089f,11 juin 1865,https://gallica.bnf.fr/ark:/12148/bpt6k6042665b,https://gallica.bnf.fr/ark:/12148/bpt6k6042665b,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3045"
contagion,Gazette médicale de Lyon,Société de médecine (Lyon). Auteur du texte,[s.n.] (Lyon),1859,texte,Nombre total de vues : 10570,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34368133v,1859,https://gallica.bnf.fr/ark:/12148/bpt6k200759p,https://gallica.bnf.fr/ark:/12148/bpt6k200759p,1859,Bibliothèque nationale de France
contagion,"La Clinique vétérinaire : journal de médecine et de chirurgie comparées, consacré aux progrès des sciences zooïatriques et des sciences médicales en général / publié par Urbain Leblanc, médecin-vétérinaire",,[U. Leblanc] (Paris),1869-01,texte,Nombre total de vues : 8020,fre,"Ecole nationale vétérinaire d'Alfort, 2012-319781",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327434773,janvier 1869,https://gallica.bnf.fr/ark:/12148/bpt6k70584420,https://gallica.bnf.fr/ark:/12148/bpt6k70584420,1869,"Ecole nationale vétérinaire d'Alfort, 2012-319781"
choléra,"Journal de Savoie : feuille politique, religieuse, littéraire, et contenant ce qui intéresse l'agriculture et les arts",,[s.n.] (Chambéry),1831-08-20,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124 (5)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798895c,20 août 1831,https://gallica.bnf.fr/ark:/12148/bd6t5734602v,https://gallica.bnf.fr/ark:/12148/bd6t5734602v,1831,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124"
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-05-19,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,19 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k6207255h,https://gallica.bnf.fr/ark:/12148/bpt6k6207255h,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1860,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1860,https://gallica.bnf.fr/ark:/12148/bpt6k6327236z,https://gallica.bnf.fr/ark:/12148/bpt6k6327236z,1860,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
typhus,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1867-03-24,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,24 mars 1867,https://gallica.bnf.fr/ark:/12148/bpt6k97418013,https://gallica.bnf.fr/ark:/12148/bpt6k97418013,1867,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
choléra,Gazette médicale de Lyon,Société de médecine (Lyon). Auteur du texte,[s.n.] (Lyon),1866,texte,Nombre total de vues : 10570,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34368133v,1866,https://gallica.bnf.fr/ark:/12148/bpt6k200766w,https://gallica.bnf.fr/ark:/12148/bpt6k200766w,1866,Bibliothèque nationale de France
choléra,"L'Argus : revue théâtrale et journal des comédiens : théâtre, littérature, modes, beaux-arts / M. Salvador, directeur-gérant et rédacteur en chef",,[s.n.] (Paris),1851-10-24,texte,Nombre total de vues : 4899,fre,"Bibliothèque nationale de France, département Littérature et art, Z-1277",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32701844x,24 octobre 1851,https://gallica.bnf.fr/ark:/12148/bpt6k6385749b,https://gallica.bnf.fr/ark:/12148/bpt6k6385749b,1851,"Bibliothèque nationale de France, département Littérature et art, Z-1277"
choléra,"L'Indicateur : ou journal du commerce, de nouvelles, de littérature et d'annonces",,Impr. Coudert (Bordeaux),1832-04-21,texte,,fre,"Bibliothèque nationale de France, département Centre technique du livre, NUM P 333 / P 1034",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327902170,21 avril 1832,https://gallica.bnf.fr/ark:/12148/bd6t52728025x,https://gallica.bnf.fr/ark:/12148/bd6t52728025x,1832,"Bibliothèque nationale de France, département Centre technique du livre, NUM P 333 / P 1034"
choléra,"L'Écho français : journal universel, politique, littéraire, du commerce, des arts, sciences, théâtres, modes, etc.",,[s.n.] (Paris),1832-04-23,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32762694d,23 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k6738298m,https://gallica.bnf.fr/ark:/12148/bpt6k6738298m,1832,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216"
typhus,"Courrier de Tarn-et-Garonne : journal politique, littéraire, judiciaire, d'annonces et avis divers [""puis"" journal des intérêts conservateurs ""puis"" journal monarchiste constitutionnel]",,[s.n.] (Montauban),1865-09-19,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-951",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32750811r,19 septembre 1865,https://gallica.bnf.fr/ark:/12148/bd6t536343820,https://gallica.bnf.fr/ark:/12148/bd6t536343820,1865,"Bibliothèque nationale de France, département Droit, économie, politique, JO-951"
choléra,"Le Figaro : journal littéraire : théâtre, critique, sciences, arts, moeurs, nouvelles, scandale, économie domestique, biographie, bibliographie, modes, etc., etc.",,Jourdan fils (Paris),1832-04-01,texte,Nombre total de vues : 13022,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344484501,01 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k267299w,https://gallica.bnf.fr/ark:/12148/bpt6k267299w,1832,Bibliothèque nationale de France
variole,"L'Abeille médicale : revue des journaux et des ouvrages de médecine, de chirurgie, de pharmacie",,C.-J.-B. Comet (Paris),1863-06-01,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-118400",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb343982223,01 juin 1863,https://gallica.bnf.fr/ark:/12148/bpt6k96217187,https://gallica.bnf.fr/ark:/12148/bpt6k96217187,1863,"Bibliothèque de l'Académie nationale de médecine, 2015-118400"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1845,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1845,https://gallica.bnf.fr/ark:/12148/bpt6k6361302r,https://gallica.bnf.fr/ark:/12148/bpt6k6361302r,1845,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
contagion,"Mémoires présentés par divers savans à l'Académie royale des sciences de l'Institut de France, et imprimés par son ordre : sciences mathématiques et physiques",Académie des sciences (France). Auteur du texte,Imprimerie royale (Paris),1862,texte,Nombre total de vues : 29980,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328135052,1862,https://gallica.bnf.fr/ark:/12148/bpt6k33215,https://gallica.bnf.fr/ark:/12148/bpt6k33215,1862,Bibliothèque nationale de France
choléra,Le Courrier de l'Europe : journal politique et littéraire,,[s.n.] (Paris),1832-04-14,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1277",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327503779,14 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k6765537v,https://gallica.bnf.fr/ark:/12148/bpt6k6765537v,1832,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1277"
épidémie,"Le Mercure aptésien : journal de l'arrondissement d'Apt : littérature, industrie, commerce, agriculture, sciences et arts",,J.-S. Jean (Apt),1849-08-19,texte,,fre,"Archives éditeur le Mercure aptésien, Collection Adolphe Jean",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32814302q,19 août 1849,https://gallica.bnf.fr/ark:/12148/bpt6k13094284,https://gallica.bnf.fr/ark:/12148/bpt6k13094284,1849,"Archives éditeur le Mercure aptésien, Collection Adolphe Jean"
typhus,Recueil de médecine vétérinaire,,Gabon (Paris),1855-12-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 décembre 1855,https://gallica.bnf.fr/ark:/12148/bpt6k6285289w,https://gallica.bnf.fr/ark:/12148/bpt6k6285289w,1855,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
épidémie,"Le Courrier du Gard : journal politique, administratif et judiciaire",,[s.n] (Nîmes),1850-02-26,texte,,fre,"Bibliothèque Carré d'art / Nîmes, 16768_CG",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327512340,26 février 1850,https://gallica.bnf.fr/ark:/12148/bpt6k14844837,https://gallica.bnf.fr/ark:/12148/bpt6k14844837,1850,"Bibliothèque Carré d'art / Nîmes, 16768_CG"
contagion,Courrier des hôtels et Guide du commerce réunis : moniteur de l'exportation,,[s.n.] (Paris),1866-05-09,texte,Nombre total de vues : 8162,fre,"Bibliothèque nationale de France, département Littérature et art, V-12064",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751020r,09 mai 1866,https://gallica.bnf.fr/ark:/12148/bpt6k6207248c,https://gallica.bnf.fr/ark:/12148/bpt6k6207248c,1866,"Bibliothèque nationale de France, département Littérature et art, V-12064"
choléra,Galignani's messenger,,Galignani (Paris),1848-11-17,texte,,eng,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-ND-49",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32779538j,17 novembre 1848,https://gallica.bnf.fr/ark:/12148/bpt6k68246749,https://gallica.bnf.fr/ark:/12148/bpt6k68246749,1848,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-ND-49"
choléra,Gazette de Metz,,[s.n.] (Metz),1832-04-13,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-8227",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32780527x,13 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k7399405v,https://gallica.bnf.fr/ark:/12148/bpt6k7399405v,1832,"Bibliothèque nationale de France, département Droit, économie, politique, JO-8227"
épidémie,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1866,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1866,https://gallica.bnf.fr/ark:/12148/bpt6k14223025,https://gallica.bnf.fr/ark:/12148/bpt6k14223025,1866,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
variole,"Feuille du commerce, petites affiches et annonces du Port-au-Prince",,[s.n.?] (Port-au-Prince),1834-11-30,texte,Nombre total de vues : 3100,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, FOL-PU-217",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327746703,30 novembre 1834,https://gallica.bnf.fr/ark:/12148/bpt6k5810621,https://gallica.bnf.fr/ark:/12148/bpt6k5810621,1834,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, FOL-PU-217"
épidémie,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1860,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1860,https://gallica.bnf.fr/ark:/12148/bpt6k14222979,https://gallica.bnf.fr/ark:/12148/bpt6k14222979,1860,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
choléra,Annonces judiciaires et administratives et avis divers de la ville de Mayenne,Mayenne (Mayenne). Auteur du texte,[s.n.] (Mayenne),1850-01-26,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC11-638",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32695301x,26 janvier 1850,https://gallica.bnf.fr/ark:/12148/bd6t521812210,https://gallica.bnf.fr/ark:/12148/bd6t521812210,1850,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC11-638"
variole,Bibliothèque homoeopathique / par une société de médecins,Société hahnemannienne fédérative. Auteur du texte,J.-B. Baillière et fils (Paris),1870-01-15,texte,Nombre total de vues : 9255,fre,"Bibliothèque nationale de France, département Sciences et techniques, 4-T41-15",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32712340m,15 janvier 1870,https://gallica.bnf.fr/ark:/12148/bpt6k5711077t,https://gallica.bnf.fr/ark:/12148/bpt6k5711077t,1870,"Bibliothèque nationale de France, département Sciences et techniques, 4-T41-15"
choléra,"Le Mouvement médical : journal de l'enseignement médical, pharmaceutique et vétérinaire",,Asselin (Paris),1865-08-30,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2016-180304",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32820608v,30 août 1865,https://gallica.bnf.fr/ark:/12148/bpt6k97398108,https://gallica.bnf.fr/ark:/12148/bpt6k97398108,1865,"Bibliothèque de l'Académie nationale de médecine, 2016-180304"
variole,Journal de médecine et de chirurgie pratiques : à l'usage des médecins praticiens,,Impr. de Plassan (Paris),1859,texte,Nombre total de vues : 68665,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34348793z,1859,https://gallica.bnf.fr/ark:/12148/bpt6k209672w,https://gallica.bnf.fr/ark:/12148/bpt6k209672w,1859,Bibliothèque nationale de France
contagion,"L'Écho des montagnes : bulletin des intérêts moraux et matériels de l'arrondissement de Marvejols [""puis"" journal de Marvejols... ""ou"" journal administratif et judiciaire de l'arrondissement de Marvejols...]",,Théret (Marvejols),1851-10-12,texte,,fre,"Archives départementales de la Lozère, 1 PER 202",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32761675w,12 octobre 1851,https://gallica.bnf.fr/ark:/12148/bd6t5991982k,https://gallica.bnf.fr/ark:/12148/bd6t5991982k,1851,"Archives départementales de la Lozère, 1 PER 202"
épidémie,"Compte-rendu des épidémies, des épizooties et des travaux des conseils d'hygiène du Morbihan... / par le Dr Alfred Fouquet,...",,Impr. de J.-M. Galles (Vannes),1870,texte,Nombre total de vues : 536,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb437506014,1870,https://gallica.bnf.fr/ark:/12148/bpt6k6485479p,https://gallica.bnf.fr/ark:/12148/bpt6k6485479p,1870,"Bibliothèque nationale de France, département Sciences et techniques, 8-TC49-27"
